,S.No,Comments,Label,enc_label,Label_hate,Label_non-hate,cleaned,transliterated_text
919,HATE_1920,rhea dabbu kosam mosali mahesh bhatt modda chickindhi,hate,0,1.0,0.0,rhea dabbu kosam mosali mahesh bhatt modda chickindhi,రియా డబ్బు కోసం మొసలి మహేష్ భట్ మొడ్డ చిక్కింది
920,HATE_1921,Deepak Kalal Increasing His Haters In To A Fan Day By Day,non-hate,1,0.0,1.0,Deepak Kalal Increasing His Haters In To A Fan Day By Day,దీపక్ కలాల్ ఇంక్రీజింగ్ హిస్ హేటర్స్ ఇన్ టో అ ఫాన్ డే బై డే
921,HATE_1922,tara bhai joginder oka chinal chutiye manishi paniki malina vadu,hate,0,1.0,0.0,tara bhai joginder oka chinal chutiye manishi paniki malina vadu,తారా భాయి జోగిందర్ ఒక చైనాల్ చుటియే మనిషి పనికి మాలిన వాడు
922,HATE_1923,joginder:bhoompak ayaega  deepak: tante ni pellam puku padutavu,hate,0,1.0,0.0,joginderbhoompak ayaega deepak tante ni pellam puku padutavu,జోగీందర్భూంపక్ అయేగా దీపక్ తంతే ని పెళ్ళాం పుకు పడుతావు
923,HATE_1924,Deepak bhai is great great comedian,non-hate,1,0.0,1.0,Deepak bhai is great great comedian,దీపక్ భాయి ఐఎస్ గ్రేట్ గ్రేట్ కామెడియన్
924,HATE_1925,tweet:enduku kumail najaini  gudda chaal rangaluo vuntadhi kumail: enduku mi amma lipstick vunthadhi,hate,0,1.0,0.0,tweetenduku kumail najaini gudda chaal rangaluo vuntadhi kumail enduku mi amma lipstick vunthadhi,ట్వీటేందుకు కుమైల్ నజైని గుడ్డ చాల్ రంగాలువో వుంటది కుమైల్ ఎందుకు మి అమ్మ లిప్స్టిక్ వుంటది
925,HATE_1926,sofia vegara has a voice like notlo modda erikupoyi vuntadhi,hate,0,1.0,0.0,sofia vegara has a voice like notlo modda erikupoyi vuntadhi,సోఫియా వేగర హాస్ అ వాయిస్ లైక్ నోట్లో మొడ్డ ఏరికుపోయి వుంటది
926,HATE_1927,ee manishi nirupinchadhu thanu andari entarin cheyaladhu emi bothulu vadakundha,non-hate,1,0.0,1.0,ee manishi nirupinchadhu thanu andari entarin cheyaladhu emi bothulu vadakundha,ఈ మనిషి నిరూపించాడు తను అందరి ఎంటరిన్ చేయలదు ఏమి బోతులు వడకుండా
927,HATE_1928,i hate karan because thana mokkam naku shit kurchuvalani korika,hate,0,1.0,0.0,i hate karan because thana mokkam naku shit kurchuvalani korika,ఇ హేట్ కరణ్ బెకాస్ తన మొక్కం నాకు షిట్ కూర్చువాలని కోరిక
928,HATE_1929,karan johar asla modda levadu anta andukey ammaila mataladuthaane vunatru,hate,0,1.0,0.0,karan johar asla modda levadu anta andukey ammaila mataladuthaane vunatru,కరణ్ జోహార్ అస్లా మొడ్డ లేవదు అంత అందుకే అమ్మాయిల మతలడుతానే వునత్రు
929,HATE_1930,richard jerkins na gudda ni pellam notlo pettali,hate,0,1.0,0.0,richard jerkins na gudda ni pellam notlo pettali,రిచర్డ్ జెర్కిన్స్ నా గుడ్డ ని పెళ్ళాం నోట్లో పెట్టాలి
930,HATE_1931,taracy morgan modda oka murgi poyindhi vuntadhi endukuey ante karey gah vuntadhi,hate,0,1.0,0.0,taracy morgan modda oka murgi poyindhi vuntadhi endukuey ante karey gah vuntadhi,టారసీ మోర్గాన్ మొడ్డ ఒక ముర్గి పోయింది వుంటది ఎందుకుఎయ్ అంటే కారే గహ్ వుంటది
931,HATE_1932,మోదీ ఒక ప్రళయం ఆయనను టచ్ చేస్తే ఇక అంతే పాకిస్థాన్ కి ఇప్పుడు బుద్ధి వచ్చినట్టుంది..జైమోదీ,non-hate,1,0.0,1.0,మోదీ ఒక ప్రళయం ఆయనను టచ్ చేస్తే ఇక అంతే పాకిస్థాన్ కి ఇప్పుడు బుద్ధి వచ్చినట్టుందిజైమోదీ,మోదీ ఒక ప్రళయం ఆయనను టచ్ చేస్తే ఇక అంతే పాకిస్థాన్ కి ఇప్పుడు బుద్ధి వచ్చినట్టుందిజైమోదీ
932,HATE_1933,tom hanks  gudda kompu kodutar manachigah koduko modda,hate,0,1.0,0.0,tom hanks gudda kompu kodutar manachigah koduko modda,టామ్ హాంక్స్ గుడ్డ కొంపు కొడుతార్ మనచిగా కొడుకో మొడ్డ
933,HATE_1934,shaq modda ante vunnavu ra kevin neku enduku affair,hate,0,1.0,0.0,shaq modda ante vunnavu ra kevin neku enduku affair,షాక్ మొడ్డ అంటే వున్నావు రా కెవిన్ నేకు ఎందుకు అఫెయిర్
934,HATE_1935,gangam style moddalo paata naku mic mokam dengali anipistahdi,hate,0,1.0,0.0,gangam style moddalo paata naku mic mokam dengali anipistahdi,గంగం స్టైల్ మొడ్డలో పాట నాకు మైక్ మొకం దెంగాలి అనిపిస్తహ్ది
935,HATE_1936,drake nuvvu daridam gah vuntavu entha ante cude oil chetha inka baguntadhi,hate,0,1.0,0.0,drake nuvvu daridam gah vuntavu entha ante cude oil chetha inka baguntadhi,డ్రేక్ నువ్వు దరిదం గహ్ వుంటావు ఎంత అంటే క్యూడ్ ఆయిల్ చేత ఇంకా బాగుంటది
936,HATE_1937,simon cowell u my frnd nuvvu oka paniki malina modda vi enduku putavu telidhu,hate,0,1.0,0.0,simon cowell u my frnd nuvvu oka paniki malina modda vi enduku putavu telidhu,సిమోన్ కోవెల్ ఉ మై ఫ్రెండ్ నువ్వు ఒక పనికి మాలిన మొడ్డ వి ఎందుకు పుటవు తెలిదు
937,HATE_1938,sia vinadaniki notlo motham petta vuntau padutadhi,hate,0,1.0,0.0,sia vinadaniki notlo motham petta vuntau padutadhi,సియా వినడానికి నోట్లో మొత్తం పెట్ట వుంటూ పడుతది
938,HATE_1939,jennifer aniston nuvvu andari gudda nakutavu,hate,0,1.0,0.0,jennifer aniston nuvvu andari gudda nakutavu,జెన్నిఫర్ అనిస్టన్ నువ్వు అందరి గుడ్డ నాకుతావు
939,HATE_1940,courtney oka  poru lanja andari modda nakudhi,hate,0,1.0,0.0,courtney oka poru lanja andari modda nakudhi,కోర్ట్నీ ఒక పోరు లంజా అందరి మొడ్డ నాకుడి
940,HATE_1941,"కరెక్ట్ గా, సూపర్ గా సమాధానం చెప్పారు అయ్యన్న పాత్రుడు గారు.
",non-hate,1,0.0,1.0,కరెక్ట్ గా సూపర్ గా సమాధానం చెప్పారు అయ్యన్న పాత్రుడు గారు,కరెక్ట్ గా సూపర్ గా సమాధానం చెప్పారు అయ్యన్న పాత్రుడు గారు
941,HATE_1942,కొన్ని ఆంధ్ర పందులకి బురదలోనే (ycp)ఆనందం...ఏం చేస్తాం పంది జాతి కదా అట్లాగే ఉంటది,hate,0,1.0,0.0,కొన్ని ఆంధ్ర పందులకి బురదలోనే ycpఆనందంఏం చేస్తాం పంది జాతి కదా అట్లాగే ఉంటది,కొన్ని ఆంధ్ర పందులకి బురదలోనే వైసీపీఆనందంఏం చేస్తాం పంది జాతి కదా అట్లాగే ఉంటది
942,HATE_1943,chandra babu oka donga na koduku ap ni naisham chesthadhu ,hate,0,1.0,0.0,chandra babu oka donga na koduku ap ni naisham chesthadhu,చంద్ర బాబు ఒక దొంగ నా కొడుకు ఏపీ ని నైషం చేస్తాడు
943,HATE_1944,roja lanja blue films cheshukonedanvi nuvvu mp enti?,hate,0,1.0,0.0,roja lanja blue films cheshukonedanvi nuvvu mp enti,రోజా లంజా బ్లూ ఫిల్మ్స్ చేశుకొనేదన్వి నువ్వు ఎంపీ ఏంటి
944,HATE_1945,roja ninnu choosthey nak guddalo edo nakuladhi nuuvu ni barrey guntu,hate,0,1.0,0.0,roja ninnu choosthey nak guddalo edo nakuladhi nuuvu ni barrey guntu,రోజా నిన్ను చూస్తే నాక్ గుడ్డలో ఏదో నాకులది నూవు ని బ్యారీ గుంటు
945,HATE_1946,jagan policy amma vadi dabbulu veya nanna guda lo nalugdham,hate,0,1.0,0.0,jagan policy amma vadi dabbulu veya nanna guda lo nalugdham,జగన్ పాలిసీ అమ్మ వాడి డబ్బులు వేయ నన్నా గుడ లో నాలుగ్ధం
