,Text,enc_label
1893,వరిని యాచించని జీవితం ఆయాసం లేని మరణం మరణం తరువాత నీలో ఐక్యం కావాలి అని అష్ట దిగ్గజాలు లో ఒకరు ఐన ధూర్జటి కవి చెప్పారు అదృష్ట వంతుడు,1
1894,దేశానికి పనికొచ్చే ఇటువంటి వారు నొప్పి లేకుండానే ప్రాణాలను వదులుతారు,1
1895,అంతేచావు ఎప్పుడు ఏం రూపంలో వస్తుందో తెలియదు ఒక చెట్టు నుంచి ఎండిన ఆకు రాలినట్టు గాలి వీచినట్లు సహజంగా జరుగుతుంది ప్రాణం పోతుంది,1
1896,పుణ్యాత్ముడుఆయన ఆత్మకు శాంతి కలగాలి,1
1897,నిజంగా సూపర్ పుణ్యాత్ముడు ఇలాంటి చావు రావాలని అంటే ఎంతో పుణ్యం అదృష్టం ఉండాలి అని నా భావన,1
1898,భరత మాత ఒడిలోకి ఒరిగి పోయాడు ధన్యుడు అమర్ రహే మళ్ళీ ఒక సైనికుడు లాగ పుడ తాడు,1
1899,చాలా అదృష్టవంతుడు మంచి వారికి అలానే చావు వస్తుందేమో,1
1900,RIP Sunaayesena Maranam chaala Goppa vyakthi and even Abdul Kalam Died in the same way,1
1901,Valla husband koda intha la thalchukodura nayana,1
1902,sooraj oka rapist malla sulli bhai suport okati,0
1903,jihah khan sucide ki karanam sooraj altanchdi sulli bhai mafia support free vare ammailtho dengithunaru,0
1904,sooraj inka valla daddy oka rapist rapist family gudda mi dabbulu valla safe malla modi give respect to women anta,0
1905,liger movi బాగుంది but హీరో కి నత్తి ఎక్కువ గా ఉండడం వల్ల సినిమా పోయింది అంతే,1
1906,Tega feel ayitunnadu adhe vere hero ayithe notikochinattu vaagutunde,1
1907,Anna ni fan nenu evi Niki anavaram,1
1908,VD gudda mi ekkuva attidude andheukey movie assam ki dengindhi,0
1909,Ore teenmar mallanna pedda thopula feel kaku,1
1910,Mundhu nuv e cinemala gurinchi apu ayya Nduku niku respect ivaniki radhu m radhu,1
1911,Flop ante eante bayyaNeku thilusaNuvvu thisava movieNuvvu produce chesavaNuvvu chusavaNe abbaNuvvu chudara movie first,1
1912,భారత దేశంలో పాలన చేతకాని సీఎం పాలన చేత కాక వేరే వాళ్ళని విమర్శించే ఏకైక సీఎం మన బతాల పోషెటి,1
1913,kcr niku baga ekkuva ayidhi anni moukni cm avvu next karre mukku ki cm endhuku ra lanje boss,0
1914,basavaraj oka daridurudu hindu ante challu vadu rapist ayina parle vadithine kapuran chestharu,0
1915,modi ki cheppu neku oka yogi ante chaalu nee vuncha kuda tagutaru,0
1916,ఈ దునియలో సిగ్గులేని ముఖ్యమంత్రి మీరే సర్ కెసిఆర్ గారు,0
1917,మీ మాటలు వింటే తెలిసింది మీకు కమన్సెన్స్ లేదని,1
1918,అంటే పేదవాళ్ళు ఉపన్యాసాలు చెప్పకూడదు అంటావా ఆయన 30 కోట్ల ప్రజలకు ముఖ్యమంత్రి,1
1919,అంకుల్ అంకుల్ యోగితో పెట్టుకోవద్దు అంకుల్ వ్యాన్ తిరగబడిపోతాయి,1
1920,Sir మీరు ఎవరితో అయిన పెట్టుకోండి కానీయోగి గారి తో వద్దు,1
1921,pragya thakur oka dogga baba dani endhuku mp ayindho telidhu pichipuk janalu andhey north india ala vundhi,0
1922,ఎవ్వరెం అనుకున్నా నిజాన్ని నిర్భయం గా చెప్పడం లో మీరు తగ్గేదేలే గురువు గారు,1
1923,సమాజం మారడం అంటే చాలా కష్టం మీ ప్రవచనాలు వింటూ కొంతమంది అయినా మారుతారని ఆశిద్దాం గురువుగారు,1
1924,తగ్గేెదేలే శ్రీ రామ చంద్రుడుహరిశ్చంద్రుడు లాంటి వారు అనాలిsmugglers కాదు మీరు అసలైన హీరో గురువు గారు,1
1925,మీ ప్రవచనాలతో ధర్మాన్ని ప్రచారం చేస్తూ కాపాడుతున్నారు మీరు భారత దేశానికి నిజమైన మార్గదర్శి గురువు గారుమీకు పాదాబి వందనాలు,0
1926,గురువు గారి అవేదనలో అర్థం ఉందిమీకు నేను మనస్పూర్తిగా పాదాభివందనం చేస్తున్న,1
1927,కడిగేయండి మీరు సమాజాన్ని నాకు బాధగానే ఉంది గురువుగారు,1
1928,గరికపాటి నరసింహారావు గారికి పద్మశ్రీ అవార్డు రావడం చాలా చాలా ఆనందంగా ఉంది ఆయన ఉపన్యాసము భారతదేశ యువతకు ఆదర్శం ఆయనకు మరెన్నో గౌరవాలు లభించాలని మనసారా కోరుకుంటూవందనములు,1
1929,గరికపాటి వారు నిజమే చెప్పారు,1
1930,గరికపాటి గారు బాగా చెప్పారు చెడును హైలెట్ చేయడం ద్వార యువత త్వరగా ఫాలో అయి వారు సమాజం చెడువి గురవుతున్నది,1
1931,చాలా యూట్యూబ్ చానల్లలో మీరు చెప్పిన గరికపాటి వారి అభిప్రాయం ప్రచారమౌతున్నది వాటి కింద కామెంటులను సినిమా రంగం వారు చదివితే ప్రజాభిప్రాయం తెలుస్తోంది ఏమైనా అనుకోని అనుకుంటే ఒకనాడు వారి భార్యాపిల్లలపై అదే ప్రభావం పడవచ్చు చివరగా బుధ్ధి చెబుతుంది…,1
1932,sonam kapoor ni rape nadhi road o vadhileyala,0
1933,alia bhatt cheshe overaction ki hatsoff,1
1934,first koja johar ni india nunchi tarmidengithe sangam pedha pothadhi,0
1935,గారిక పాటిగారి తో నేను కూడా ఏకీభవిస్తున్నాను,1
1936,alsa janalu erripuk galu jagan ni cm cheyadam enti,0
1937,నేను వైస్సార్సీపీ పార్టీ కార్యకర్తను అయినా కూడ తెలుగు రాష్ట్రాల తరపున కేంద్రం తో దీటుగా మాట్లాడిన ఈ నాయకుడికి పార్టీలకు అతీతంగా సెల్యూట్ చేస్తున్నాను,1
1938,కొంచం ఘాటుగా వ్యాఖ్యానించారు కానీ నిజం అదే కదా…,1
1939,ఆ డబ్బు కూడా దొబ్బాడు మా ముఖ్యమంత్రి,1
1940,టెక్నికల్ ప్రాబ్లo అని సింపుల్ గా తేల్చాసారు,1
1941,బాల యోగి ఏర్రం నాయుడు లాల్జాన్ బాషా ముగ్గురు చంద్రబాబు తయారు చేసిన లీడర్స్,1
1942,చంద్రబాబు నాయుడు గారి పేరు చెప్తే ఏమి చేయలేడు కానీ జగన్ గాని పేరు చెప్తే నిన్ను బొక్కలో వేసి కుమ్ముతాడు,1
1943,నీకు మళ్ళీ ఇంకో చెంప దెబ్బ తగిలితే బుద్ధి రాదు అనుకుంటా,1
1944,వీడు పోటీచేస్తే వార్డు నెంబర్ కూడా గెలవడు వీడు చంద్రబాబు నాయుడు గారిని టార్గెట్ పెట్టుకొని తెలంగాణలో చెంప దెబ్బలు తిన్నాడు,1
1945,pichi lanjakodukuvi Chandra Babu Kali gotiki saripovu,0
1946,Hero ni Baga encourage chestundi papa,1
1947,100 cr cheralante 500 cr petti movie thiyyali,1
1948,నువ్వు ఏదో ఒక రోజు 10లక్షల క్లబ్ లో ఖచ్చితంగా చేరుతావు అన్నాచేరుతావ్…,1
1949,Acting super undhi ga bro just story lo dammu ledh,1
1950,anusya potti potti dress esukoni expose chesthe hot rape sexy fogure comments tappa em vasthaai,0
1951,Avnu anna ఇన్ని రోజులు వాని వీడియోస్ చూసా but వాళ్లు ఇలాంటి క్యారెక్టర్ worrust చిల్లర గాళ్లు,1
1952,టికెట్ డబ్బులు తో వీళ్లు దొబ్బి తింటున్నారు,1
1953,Enti villu ee cinema ni oka bahubali kgf kante ekkuva uhinchukuntunattu unnarupapam picchi vedava,1
1954,Ila extras cheyadam Cinema ki karchu pettam so people should pay 450 antaaru,1
1955,Cinema karchulakantey ee karchule ekkuva papam producers ki,1
1956,Mana paisal tovallu njoy chestunnaru mundu manaki buddiledu,0
1957,పోనీ ఆంధ్రప్రదేశ్ కు separate కరెన్సీ నోటు పెట్టీ నోట్లు గుద్దు జగన్ అన్న గాంధి గారి ఫొటో బదులు నీ ఫొటో పెట్టు అన్న,1
1958,ఇంత తెలివైన ముఖ్యమంత్రి ని ఎన్నుకున్నారు,1
